Activity ID,Keywords
237,"['builder', 'cards', 'children', 'double', 'mm', 'professional', 'repeat', 'word']"
238,"['builder', 'cards', 'children', 'double', 'mm', 'professional', 'repeat', 'word']"
239,"['builder', 'cards', 'children', 'double', 'mm', 'professional', 'repeat', 'word']"
240,"['cards', 'children', 'elephants', 'frequency', 'group', 'professional', 'repeat', 'sentence', 'word']"
241,"['cards', 'children', 'elephants', 'frequency', 'group', 'professional', 'repeat', 'sentence', 'word']"
242,"['cards', 'children', 'elephants', 'frequency', 'group', 'professional', 'repeat', 'sentence', 'word']"
243,"['cards', 'children', 'elephants', 'frequency', 'group', 'professional', 'repeat', 'sentence', 'word']"
244,"['@', 'children', 'count', 'edge', 'frame', 'frequency', 'job', 'mate', 'personal', 'repeat', 'school', 'selection', 'sentence', 'word']"
250,"['children', 'hearing', 'hoc', 'information', 'knowledge', 'language', 'selection']"
251,"['children', 'hearing', 'hoc', 'information', 'knowledge', 'language', 'selection']"
252,"['children', 'guided', 'selection', 'word']"
253,"['children', 'guided', 'selection', 'word']"
254,"['children', 'deaf', 'guided', 'language', 'sentence', 'transparency']"
255,"['children', 'guided', 'sentence', 'transparency', 'voice']"
256,"['builder', 'cards', 'children', 'double', 'frequency', 'repeat', 'word']"
257,"['builder', 'cards', 'children', 'double', 'frequency', 'repeat', 'word']"
258,"['builder', 'cards', 'children', 'double', 'frequency', 'repeat', 'word']"
259,"['children', 'direct', 'group', 'resource', 'scaffolding', 'sentence', 'word']"
260,"['children', 'direct', 'group', 'resource', 'scaffolding', 'sentence', 'word']"
261,"['children', 'direct', 'group', 'resource', 'scaffolding', 'sentence', 'word']"
262,"['children', 'direct', 'group', 'resource', 'scaffolding', 'sentence', 'word']"
263,"['activity', 'children', 'sentence', 'word']"
264,"['children', 'group', 'guided', 'random', 'repeat']"
265,"['cards', 'children', 'frequency', 'group', 'guided', 'repeat', 'school', 'word']"
265,"['cards', 'children', 'frequency', 'group', 'guided', 'repeat', 'school', 'word']"
266,"['frequency', 'repeat', 'sentence', 'word']"
266,"['frequency', 'repeat', 'sentence', 'word']"
267,"['@', 'age', 'cards', 'children', 'color', 'house', 'information', 'job', 'knowledge', 'leg', 'nose', 'personal', 'ride', 'selection', 'sentence', 'social', 'state', 'strip', 'voice', 'word']"
270,"['@', 'children', 'sentence', 'voice', 'word']"
270,"['@', 'children', 'sentence', 'voice', 'word']"
271,"['cards', 'children', 'group', 'matching', 'network', 'selection', 'sentence', 'speech']"
272,"['cards', 'children', 'group', 'matching', 'network', 'selection', 'sentence', 'speech']"
272,"['cards', 'children', 'group', 'matching', 'network', 'selection', 'sentence', 'speech']"
273,"['cards', 'children', 'group', 'matching', 'network', 'selection', 'sentence', 'speech']"
273,"['cards', 'children', 'group', 'matching', 'network', 'selection', 'sentence', 'speech']"
274,"['children', 'game', 'school', 'word']"
275,"['children', 'game', 'school', 'word']"
276,"['banks', 'children', 'frame', 'guided', 'head', 'language', 'sentence', 'word']"
277,"['banks', 'children', 'frame', 'guided', 'head', 'language', 'sentence', 'word']"
278,"['cards', 'children', 'learning', 'mark', 'mate', 'post', 'segment', 'sentence', 'strip', 'voice', 'word']"
279,"['cards', 'children', 'learning', 'mark', 'mate', 'post', 'segment', 'sentence', 'strip', 'voice', 'word']"
280,"['builder', 'children', 'double', 'house', 'mate', 'patterns', 'repeat', 'sentence', 'transparency', 'word']"
283,"['cards', 'children', 'frequency', 'group', 'guided', 'matching', 'rates', 'resource', 'sentence', 'word']"
283,"['cards', 'children', 'frequency', 'group', 'guided', 'matching', 'rates', 'resource', 'sentence', 'word']"
284,"['cards', 'children', 'frequency', 'group', 'guided', 'matching', 'rates', 'resource', 'sentence', 'word']"
284,"['cards', 'children', 'frequency', 'group', 'guided', 'matching', 'rates', 'resource', 'sentence', 'word']"
285,"['cards', 'children', 'frequency', 'group', 'guided', 'matching', 'rates', 'resource', 'sentence', 'word']"
285,"['cards', 'children', 'frequency', 'group', 'guided', 'matching', 'rates', 'resource', 'sentence', 'word']"
286,"['cards', 'children', 'frequency', 'group', 'guided', 'matching', 'rates', 'resource', 'sentence', 'word']"
286,"['cards', 'children', 'frequency', 'group', 'guided', 'matching', 'rates', 'resource', 'sentence', 'word']"
287,"['cards', 'children', 'frequency', 'group', 'guided', 'matching', 'rates', 'resource', 'sentence', 'word']"
287,"['cards', 'children', 'frequency', 'group', 'guided', 'matching', 'rates', 'resource', 'sentence', 'word']"
288,"['activity', 'capital', 'children', 'feedback', 'group', 'guided', 'power', 'repeat', 'sentence', 'speech', 'word']"
289,"['activity', 'capital', 'children', 'feedback', 'group', 'guided', 'power', 'repeat', 'sentence', 'speech', 'word']"
290,"['children', 'group', 'guided', 'knowledge', 'sheet', 'tube', 'word']"
292,"['children', 'group', 'guided', 'knowledge', 'sheet', 'tube', 'word']"
293,"['children', 'group', 'guided', 'knowledge', 'sheet', 'tube', 'word']"
294,"['bond', 'children', 'language', 'paired', 'pattern', 'selection', 'shop']"
295,"['builder', 'capital', 'children', 'connections', 'selection', 'sentence', 'word']"
296,"['builder', 'capital', 'children', 'connections', 'selection', 'sentence', 'word']"
297,"['builder', 'capital', 'children', 'connections', 'selection', 'sentence', 'word']"
297,"['builder', 'capital', 'children', 'connections', 'selection', 'sentence', 'word']"
